minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
24,Gossamer,0.6051212146521159,38.37745883240105,15.816613844635183,33.59222687944184,5.640076851261542,16.26980068281627,15.053654599788377,31.18454544759675
24,Granny,0.6185133318907181,28.466005537935732,13.389439379645589,34.54217888314684,6.4724369795639936,15.732534247961322,15.467181664866256,33.58918120343128
24,Wile E. Coyote,0.6179553958389064,26.97263308188995,13.436242534070566,34.28189124847462,4.2215572638823735,15.573533277480824,14.86171557467586,33.05172581893025
24,Tweety,0.5969779544136808,29.12394019369339,14.710267257883459,34.71798719088638,5.328326469935657,20.784905014826705,10.39769459239627,21.918761899951686
24,Penelope,0.6039622443518963,21.397471439218464,14.650076845768634,32.27181775242499,9.826283306003761,17.918415492208034,8.523710171761806,18.16999831673839
24,Daffy Duck,0.6409890427139463,27.348453301954244,15.690010046843959,36.22596430435555,7.393891143990082,20.538808202564184,14.586819006569174,30.057885835825463
36,Sylvester,0.6159706472717762,30.146080155313083,13.949112853894352,35.87121714558768,10.082330546745231,18.716320350989722,12.572737183416587,27.322117937268413
36,Marvin the Martian,0.6077107699668032,29.769979004538374,14.136043502170441,36.63098358068203,5.814403607237863,18.956226904930755,15.342915468550824,31.93396176544469
36,Road Runner,0.6095052207480711,28.818839055227137,12.385046607850517,35.997355866077044,6.926796182129745,24.87761461474293,9.36316650531182,20.289177839396213
36,Foghorn Leghorn,0.6106837744435811,27.83648010849112,15.711902429064317,36.5809043769967,5.984598424215494,18.677552727166063,14.520350964915124,29.994823867856145
36,Bugs Bunny,0.6270684985439438,40.609303499682945,16.084273759716027,34.91839505309715,7.547581585292823,12.250781210941211,9.979158637391924,28.266373809896816
36,Elmer Fudd,0.6218880285109257,31.319551900563955,16.643622029597353,38.216227985072756,3.646716484366702,25.211988353959,13.927480506999222,27.15313416744397
36,Lola Bunny,0.6339707269033567,33.176107900056245,13.699687331779355,37.9443232805728,2.090663795493878,24.90765171867576,19.13481834497316,37.3056845810613
36,Porky Pig,0.5997179787950043,28.70960401888379,15.921009547539214,35.92067751114361,4.199342608541132,15.556155613106888,17.563907188855787,35.55085840225043
36,Tasmanian Devil,0.5960976055196863,26.747537102497557,15.238548525755009,37.190186089507385,5.185154829684452,20.56124476387561,7.923627055242607,19.562203775978052
36,Gossamer,0.6245943777190002,32.01114519011618,16.0348602736264,31.928806464344234,5.612110700831501,13.520966659123388,12.235487965577162,28.347609199924424
36,Granny,0.6054984199688734,28.942670527475652,14.627670017964515,34.593761728923,6.934206709854704,20.688680427223957,13.388393610717204,26.165535401681073
36,Wile E. Coyote,0.6223620301746876,33.3167934545119,14.274686465214819,36.16974598219431,6.933477378468301,20.775588448261217,17.250906681096858,34.004372728389924
36,Tweety,0.6056772968007982,25.78398387514407,13.64918139252783,36.33518642704867,6.4330543195110685,27.820329818202794,11.04264150523909,19.904359944077544
36,Penelope,0.6137764291860001,23.769696411659453,14.464985279282647,29.701776907809407,8.027953967703445,14.282473764329842,12.562289159370957,25.835414363410333
36,Daffy Duck,0.6180163623057924,29.334052073410334,15.170245038971961,38.034594443685336,7.212022313449615,17.59059748036732,13.266367716842154,30.35625046132515
